Material,Material Text,Node,Available Supply,Projected_Shortage_Qty,Need_in_days,daily_shortage_cost,Demand
1750,Example Material-1750,1020,829310,0,0,1000,113379
1750,Example Material-1750,1100,273334,0,0,1000,216935
1750,Example Material-1750,1415,999391,0,0,1000,557
1750,Example Material-1750,1645,245606,0,0,1000,145434
1751,Example Material-1751,1020,251971,0,0,1000,213862
1751,Example Material-1751,1100,984253,0,0,1000,348234
1751,Example Material-1751,1415,703820,0,0,1000,100889
1751,Example Material-1751,1645,487543,0,0,1000,215343
1752,Example Material-1752,1020,910097,0,0,1000,180317
1752,Example Material-1752,1100,468037,0,0,1000,122295
1752,Example Material-1752,1415,608821,0,0,1000,380472
1752,Example Material-1752,1645,328373,0,0,1000,97148
1753,Example Material-1753,1020,536934,0,0,1000,12821
1753,Example Material-1753,1100,733625,0,0,1000,304112
1753,Example Material-1753,1415,279687,0,0,1000,266077
1753,Example Material-1753,1645,967348,0,0,1000,336833
1754,Example Material-1754,1020,547660,0,0,1000,289086
1754,Example Material-1754,1100,222166,0,0,1000,3596
1754,Example Material-1754,1415,411802,0,0,1000,363697
1754,Example Material-1754,1645,617640,0,0,1000,196779
1755,Example Material-1755,1020,442591,0,0,1000,280792
1755,Example Material-1755,1100,159062,86801,19,1000,245863
1755,Example Material-1755,1415,282930,0,0,1000,111029
1755,Example Material-1755,1645,426884,0,0,1000,48568
1756,Example Material-1756,1020,415903,0,0,1000,338342
1756,Example Material-1756,1100,613136,0,0,1000,309570
1756,Example Material-1756,1415,488127,0,0,1000,254411
1756,Example Material-1756,1645,757652,0,0,1000,324238
1757,Example Material-1757,1020,583887,0,0,1000,334352
1757,Example Material-1757,1100,748653,0,0,1000,54670
1757,Example Material-1757,1415,972430,0,0,1000,175266
1757,Example Material-1757,1645,194841,96476,1,1000,291317
1758,Example Material-1758,1020,556861,0,0,1000,26085
1758,Example Material-1758,1100,616600,0,0,1000,172606
1758,Example Material-1758,1415,592780,0,0,1000,208901
1758,Example Material-1758,1645,397769,0,0,1000,101876
1759,Example Material-1759,1020,167954,231134,1,1000,399088
1759,Example Material-1759,1100,306150,0,0,1000,87122
1759,Example Material-1759,1415,205954,0,0,1000,203626
1759,Example Material-1759,1645,891084,0,0,1000,1890
1760,Example Material-1760,1020,263513,53457,19,1000,316970
1760,Example Material-1760,1100,279748,28048,16,1000,307796
1760,Example Material-1760,1415,902267,0,0,1000,215201
1760,Example Material-1760,1645,76507,29900,7,1000,106407
1761,Example Material-1761,1020,389231,0,0,1000,368669
1761,Example Material-1761,1100,140612,0,0,1000,7125
1761,Example Material-1761,1415,63081,146160,20,1000,209241
1761,Example Material-1761,1645,13332,256865,24,1000,270197
1762,Example Material-1762,1020,432772,0,0,1000,38751
1762,Example Material-1762,1100,452482,0,0,1000,32651
1762,Example Material-1762,1415,791194,0,0,1000,308030
1762,Example Material-1762,1645,674901,0,0,1000,101067
1763,Example Material-1763,1020,784707,0,0,1000,192382
1763,Example Material-1763,1100,761622,0,0,1000,359589
1763,Example Material-1763,1415,486373,0,0,1000,117761
1763,Example Material-1763,1645,33146,271529,16,1000,304675
1764,Example Material-1764,1020,15925,369508,9,1000,385433
1764,Example Material-1764,1100,883874,0,0,1000,4749
1764,Example Material-1764,1415,892009,0,0,1000,397536
1764,Example Material-1764,1645,147156,0,0,1000,78905
1765,Example Material-1765,1020,14336,315573,24,1000,329909
1765,Example Material-1765,1100,520435,0,0,1000,306425
1765,Example Material-1765,1415,122914,0,0,1000,61725
1765,Example Material-1765,1645,950151,0,0,1000,34800
1766,Example Material-1766,1020,867595,0,0,1000,361344
1766,Example Material-1766,1100,820367,0,0,1000,101739
1766,Example Material-1766,1415,67465,190795,2,1000,258260
1766,Example Material-1766,1645,686206,0,0,1000,72040
1767,Example Material-1767,1020,633448,0,0,1000,2850
1767,Example Material-1767,1100,668815,0,0,1000,386135
1767,Example Material-1767,1415,447693,0,0,1000,118725
1767,Example Material-1767,1645,330512,0,0,1000,284825
1768,Example Material-1768,1020,215789,78778,1,1000,294567
1768,Example Material-1768,1100,386551,0,0,1000,270041
1768,Example Material-1768,1415,181245,186907,29,1000,368152
1768,Example Material-1768,1645,630375,0,0,1000,376145
1769,Example Material-1769,1020,94040,107861,12,1000,201901
1769,Example Material-1769,1100,547853,0,0,1000,29777
1769,Example Material-1769,1415,385066,0,0,1000,263061
1769,Example Material-1769,1645,207172,0,0,1000,119785
1770,Example Material-1770,1020,587388,0,0,1000,180907
1770,Example Material-1770,1100,502265,0,0,1000,131177
1770,Example Material-1770,1415,191724,0,0,1000,24514
1770,Example Material-1770,1645,835076,0,0,1000,286545
1771,Example Material-1771,1020,4872,383364,5,1000,388236
1771,Example Material-1771,1100,288388,0,0,1000,193489
1771,Example Material-1771,1415,845886,0,0,1000,70229
1771,Example Material-1771,1645,95513,252389,4,1000,347902
1772,Example Material-1772,1020,316540,44008,2,1000,360548
1772,Example Material-1772,1100,931273,0,0,1000,238148
1772,Example Material-1772,1415,369722,0,0,1000,301226
1772,Example Material-1772,1645,830548,0,0,1000,44608
1773,Example Material-1773,1020,719499,0,0,1000,218122
1773,Example Material-1773,1100,256022,50586,8,1000,306608
1773,Example Material-1773,1415,604783,0,0,1000,39870
1773,Example Material-1773,1645,402637,0,0,1000,337959
1774,Example Material-1774,1020,636945,0,0,1000,380452
1774,Example Material-1774,1100,751012,0,0,1000,35749
1774,Example Material-1774,1415,749154,0,0,1000,5641
1774,Example Material-1774,1645,686798,0,0,1000,108472
1775,Example Material-1775,1020,66504,0,0,1000,11950
1775,Example Material-1775,1100,561114,0,0,1000,355260
1775,Example Material-1775,1415,3991,193819,22,1000,197810
1775,Example Material-1775,1645,807399,0,0,1000,392082
1776,Example Material-1776,1020,151433,73375,3,1000,224808
1776,Example Material-1776,1100,737178,0,0,1000,194009
1776,Example Material-1776,1415,844745,0,0,1000,69254
1776,Example Material-1776,1645,179498,19205,28,1000,198703
1777,Example Material-1777,1020,157016,0,0,1000,16481
1777,Example Material-1777,1100,206693,61768,9,1000,268461
1777,Example Material-1777,1415,983329,0,0,1000,290486
1777,Example Material-1777,1645,756950,0,0,1000,197243
1778,Example Material-1778,1020,587282,0,0,1000,318772
1778,Example Material-1778,1100,496950,0,0,1000,171067
1778,Example Material-1778,1415,997925,0,0,1000,356805
1778,Example Material-1778,1645,198713,130067,9,1000,328780
1779,Example Material-1779,1020,745409,0,0,1000,238510
1779,Example Material-1779,1100,245441,35692,7,1000,281133
1779,Example Material-1779,1415,919811,0,0,1000,23682
1779,Example Material-1779,1645,93133,0,0,1000,23377
1780,Example Material-1780,1020,349004,45585,29,1000,394589
1780,Example Material-1780,1100,258979,0,0,1000,87065
1780,Example Material-1780,1415,597528,0,0,1000,38520
1780,Example Material-1780,1645,820758,0,0,1000,393301
1781,Example Material-1781,1020,103182,138737,23,1000,241919
1781,Example Material-1781,1100,492511,0,0,1000,147627
1781,Example Material-1781,1415,277662,0,0,1000,232561
1781,Example Material-1781,1645,166434,108307,30,1000,274741
1782,Example Material-1782,1020,806079,0,0,1000,124898
1782,Example Material-1782,1100,267279,7194,12,1000,274473
1782,Example Material-1782,1415,447099,0,0,1000,201634
1782,Example Material-1782,1645,520307,0,0,1000,132450
1783,Example Material-1783,1020,936870,0,0,1000,242045
1783,Example Material-1783,1100,802005,0,0,1000,132375
1783,Example Material-1783,1415,40894,198481,24,1000,239375
1783,Example Material-1783,1645,857831,0,0,1000,211463
1784,Example Material-1784,1020,30538,327816,25,1000,358354
1784,Example Material-1784,1100,292610,0,0,1000,56194
1784,Example Material-1784,1415,4103,303939,10,1000,308042
1784,Example Material-1784,1645,238913,0,0,1000,166857
1785,Example Material-1785,1020,811718,0,0,1000,208621
1785,Example Material-1785,1100,584579,0,0,1000,329286
1785,Example Material-1785,1415,929319,0,0,1000,204967
1785,Example Material-1785,1645,379095,0,0,1000,21609
1786,Example Material-1786,1020,287980,0,0,1000,14573
1786,Example Material-1786,1100,429120,0,0,1000,346679
1786,Example Material-1786,1415,75615,268038,6,1000,343653
1786,Example Material-1786,1645,199153,194986,7,1000,394139
1787,Example Material-1787,1020,458579,0,0,1000,28004
1787,Example Material-1787,1100,370892,0,0,1000,36089
1787,Example Material-1787,1415,988762,0,0,1000,94489
1787,Example Material-1787,1645,854872,0,0,1000,294207
1788,Example Material-1788,1020,776512,0,0,1000,40251
1788,Example Material-1788,1100,38876,289701,10,1000,328577
1788,Example Material-1788,1415,197667,181441,28,1000,379108
1788,Example Material-1788,1645,455869,0,0,1000,391548
1789,Example Material-1789,1020,991320,0,0,1000,78005
1789,Example Material-1789,1100,293570,15531,9,1000,309101
1789,Example Material-1789,1415,286698,68544,10,1000,355242
1789,Example Material-1789,1645,522163,0,0,1000,202263
1790,Example Material-1790,1020,617140,0,0,1000,382551
1790,Example Material-1790,1100,243100,71856,21,1000,314956
1790,Example Material-1790,1415,153244,149893,3,1000,303137
1790,Example Material-1790,1645,562788,0,0,1000,33437
1791,Example Material-1791,1020,216706,97748,8,1000,314454
1791,Example Material-1791,1100,509295,0,0,1000,114648
1791,Example Material-1791,1415,391482,0,0,1000,282434
1791,Example Material-1791,1645,745101,0,0,1000,172161
1792,Example Material-1792,1020,91738,198498,10,1000,290236
1792,Example Material-1792,1100,227706,0,0,1000,64815
1792,Example Material-1792,1415,18009,128845,16,1000,146854
1792,Example Material-1792,1645,377017,19607,11,1000,396624
1793,Example Material-1793,1020,554297,0,0,1000,242504
1793,Example Material-1793,1100,431720,0,0,1000,180109
1793,Example Material-1793,1415,854156,0,0,1000,181304
1793,Example Material-1793,1645,184094,0,0,1000,19935
1794,Example Material-1794,1020,402977,0,0,1000,334164
1794,Example Material-1794,1100,329232,0,0,1000,264659
1794,Example Material-1794,1415,545887,0,0,1000,384135
1794,Example Material-1794,1645,296150,38784,23,1000,334934
1795,Example Material-1795,1020,448982,0,0,1000,179533
1795,Example Material-1795,1100,111096,151787,16,1000,262883
1795,Example Material-1795,1415,435709,0,0,1000,200125
1795,Example Material-1795,1645,996127,0,0,1000,122746
1796,Example Material-1796,1020,467358,0,0,1000,124285
1796,Example Material-1796,1100,947062,0,0,1000,375478
1796,Example Material-1796,1415,389445,0,0,1000,343230
1796,Example Material-1796,1645,869554,0,0,1000,299145
1797,Example Material-1797,1020,600134,0,0,1000,51638
1797,Example Material-1797,1100,254662,0,0,1000,110452
1797,Example Material-1797,1415,892149,0,0,1000,387591
1797,Example Material-1797,1645,275070,0,0,1000,256143
1798,Example Material-1798,1020,566577,0,0,1000,155552
1798,Example Material-1798,1100,62955,83020,24,1000,145975
1798,Example Material-1798,1415,615961,0,0,1000,272022
1798,Example Material-1798,1645,749956,0,0,1000,47896
1799,Example Material-1799,1020,328888,0,0,1000,16625
1799,Example Material-1799,1100,185002,0,0,1000,146013
1799,Example Material-1799,1415,861889,0,0,1000,308693
1799,Example Material-1799,1645,7528,82358,12,1000,89886
1800,Example Material-1800,1020,158118,173978,29,1000,332096
1800,Example Material-1800,1100,133643,265910,2,1000,399553
1800,Example Material-1800,1415,52448,165075,5,1000,217523
1800,Example Material-1800,1645,615452,0,0,1000,183674
1801,Example Material-1801,1020,844794,0,0,1000,12840
1801,Example Material-1801,1100,771923,0,0,1000,74659
1801,Example Material-1801,1415,344412,0,0,1000,84437
1801,Example Material-1801,1645,285601,0,0,1000,40640
1802,Example Material-1802,1020,616398,0,0,1000,194624
1802,Example Material-1802,1100,360950,0,0,1000,257898
1802,Example Material-1802,1415,806164,0,0,1000,263045
1802,Example Material-1802,1645,704464,0,0,1000,89425
1803,Example Material-1803,1020,685951,0,0,1000,170784
1803,Example Material-1803,1100,188619,0,0,1000,1662
1803,Example Material-1803,1415,566425,0,0,1000,304290
1803,Example Material-1803,1645,931576,0,0,1000,64292
1804,Example Material-1804,1020,612732,0,0,1000,110247
1804,Example Material-1804,1100,904851,0,0,1000,28578
1804,Example Material-1804,1415,332958,0,0,1000,71331
1804,Example Material-1804,1645,446179,0,0,1000,222462
1805,Example Material-1805,1020,813353,0,0,1000,166559
1805,Example Material-1805,1100,419705,0,0,1000,382976
1805,Example Material-1805,1415,743591,0,0,1000,196084
1805,Example Material-1805,1645,572749,0,0,1000,33507
1806,Example Material-1806,1020,570020,0,0,1000,10772
1806,Example Material-1806,1100,539780,0,0,1000,314541
1806,Example Material-1806,1415,629603,0,0,1000,20244
1806,Example Material-1806,1645,392849,0,0,1000,204333
1807,Example Material-1807,1020,667494,0,0,1000,339209
1807,Example Material-1807,1100,524630,0,0,1000,52372
1807,Example Material-1807,1415,893624,0,0,1000,287513
1807,Example Material-1807,1645,74040,26964,16,1000,101004
1808,Example Material-1808,1020,247243,0,0,1000,50538
1808,Example Material-1808,1100,375482,0,0,1000,208193
1808,Example Material-1808,1415,17471,369094,19,1000,386565
1808,Example Material-1808,1645,737354,0,0,1000,193883
1809,Example Material-1809,1020,445259,0,0,1000,395350
1809,Example Material-1809,1100,153066,176716,2,1000,329782
1809,Example Material-1809,1415,827624,0,0,1000,32178
1809,Example Material-1809,1645,143506,0,0,1000,14076
1810,Example Material-1810,1020,748746,0,0,1000,362587
1810,Example Material-1810,1100,359099,0,0,1000,354886
1810,Example Material-1810,1415,840801,0,0,1000,298939
1810,Example Material-1810,1645,206782,0,0,1000,65781
1811,Example Material-1811,1020,714265,0,0,1000,289292
1811,Example Material-1811,1100,150943,0,0,1000,82037
1811,Example Material-1811,1415,461926,0,0,1000,67179
1811,Example Material-1811,1645,429801,0,0,1000,9924
1812,Example Material-1812,1020,332068,0,0,1000,58834
1812,Example Material-1812,1100,984099,0,0,1000,146969
1812,Example Material-1812,1415,617191,0,0,1000,272772
1812,Example Material-1812,1645,737445,0,0,1000,220837
1813,Example Material-1813,1020,600261,0,0,1000,306566
1813,Example Material-1813,1100,506235,0,0,1000,329923
1813,Example Material-1813,1415,754910,0,0,1000,3618
1813,Example Material-1813,1645,310918,0,0,1000,67566
1814,Example Material-1814,1020,143807,81132,28,1000,224939
1814,Example Material-1814,1100,218755,65822,30,1000,284577
1814,Example Material-1814,1415,812864,0,0,1000,169097
1814,Example Material-1814,1645,455145,0,0,1000,48693
1815,Example Material-1815,1020,995296,0,0,1000,223109
1815,Example Material-1815,1100,500502,0,0,1000,111937
1815,Example Material-1815,1415,944113,0,0,1000,83776
1815,Example Material-1815,1645,189190,0,0,1000,72149
1816,Example Material-1816,1020,126060,132254,21,1000,258314
1816,Example Material-1816,1100,258576,0,0,1000,177523
1816,Example Material-1816,1415,554822,0,0,1000,312708
1816,Example Material-1816,1645,681569,0,0,1000,290272
1817,Example Material-1817,1020,809163,0,0,1000,317632
1817,Example Material-1817,1100,659219,0,0,1000,389657
1817,Example Material-1817,1415,42611,162769,26,1000,205380
1817,Example Material-1817,1645,224083,101972,6,1000,326055
1818,Example Material-1818,1020,831495,0,0,1000,348456
1818,Example Material-1818,1100,630474,0,0,1000,152512
1818,Example Material-1818,1415,108445,197639,13,1000,306084
1818,Example Material-1818,1645,888720,0,0,1000,157943
1819,Example Material-1819,1020,220945,14764,29,1000,235709
1819,Example Material-1819,1100,295312,80784,15,1000,376096
1819,Example Material-1819,1415,525279,0,0,1000,276596
1819,Example Material-1819,1645,204641,30854,22,1000,235495
1820,Example Material-1820,1020,655326,0,0,1000,277881
1820,Example Material-1820,1100,565131,0,0,1000,320456
1820,Example Material-1820,1415,51183,165802,5,1000,216985
1820,Example Material-1820,1645,564728,0,0,1000,113948
1821,Example Material-1821,1020,342045,0,0,1000,75866
1821,Example Material-1821,1100,423630,0,0,1000,26771
1821,Example Material-1821,1415,785401,0,0,1000,82575
1821,Example Material-1821,1645,12222,149539,30,1000,161761
1822,Example Material-1822,1020,703415,0,0,1000,157236
1822,Example Material-1822,1100,988884,0,0,1000,65784
1822,Example Material-1822,1415,256092,76857,12,1000,332949
1822,Example Material-1822,1645,328321,0,0,1000,244499
1823,Example Material-1823,1020,372157,0,0,1000,320206
1823,Example Material-1823,1100,102920,288678,25,1000,391598
1823,Example Material-1823,1415,778497,0,0,1000,90845
1823,Example Material-1823,1645,449716,0,0,1000,234449
1824,Example Material-1824,1020,126794,35927,4,1000,162721
1824,Example Material-1824,1100,788814,0,0,1000,138669
1824,Example Material-1824,1415,1076,227594,1,1000,228670
1824,Example Material-1824,1645,304319,0,0,1000,236658
1825,Example Material-1825,1020,269566,0,0,1000,25150
1825,Example Material-1825,1100,569149,0,0,1000,205952
1825,Example Material-1825,1415,519537,0,0,1000,345798
1825,Example Material-1825,1645,935525,0,0,1000,322620
1826,Example Material-1826,1020,805084,0,0,1000,274662
1826,Example Material-1826,1100,705122,0,0,1000,239230
1826,Example Material-1826,1415,27033,372089,5,1000,399122
1826,Example Material-1826,1645,101731,145837,12,1000,247568
1827,Example Material-1827,1020,997234,0,0,1000,189780
1827,Example Material-1827,1100,855774,0,0,1000,191018
1827,Example Material-1827,1415,913584,0,0,1000,162667
1827,Example Material-1827,1645,742743,0,0,1000,41770
1828,Example Material-1828,1020,247302,0,0,1000,233822
1828,Example Material-1828,1100,252365,132218,4,1000,384583
1828,Example Material-1828,1415,69787,174134,2,1000,243921
1828,Example Material-1828,1645,770530,0,0,1000,154319
1829,Example Material-1829,1020,644253,0,0,1000,2770
1829,Example Material-1829,1100,116741,58171,22,1000,174912
1829,Example Material-1829,1415,580653,0,0,1000,347253
1829,Example Material-1829,1645,995339,0,0,1000,266960
1830,Example Material-1830,1020,379062,0,0,1000,106777
1830,Example Material-1830,1100,306992,83821,1,1000,390813
1830,Example Material-1830,1415,164935,0,0,1000,121190
1830,Example Material-1830,1645,758005,0,0,1000,171922
1831,Example Material-1831,1020,254291,0,0,1000,217732
1831,Example Material-1831,1100,267055,0,0,1000,113709
1831,Example Material-1831,1415,599548,0,0,1000,79290
1831,Example Material-1831,1645,547354,0,0,1000,237738
1832,Example Material-1832,1020,259366,0,0,1000,197129
1832,Example Material-1832,1100,884730,0,0,1000,274768
1832,Example Material-1832,1415,916586,0,0,1000,321623
1832,Example Material-1832,1645,131236,0,0,1000,8639
1833,Example Material-1833,1020,504243,0,0,1000,59761
1833,Example Material-1833,1100,205558,0,0,1000,148846
1833,Example Material-1833,1415,866883,0,0,1000,390428
1833,Example Material-1833,1645,302873,0,0,1000,35159
1834,Example Material-1834,1020,582274,0,0,1000,31374
1834,Example Material-1834,1100,58342,0,0,1000,46649
1834,Example Material-1834,1415,553444,0,0,1000,82620
1834,Example Material-1834,1645,237976,0,0,1000,9718
1835,Example Material-1835,1020,188233,157741,26,1000,345974
1835,Example Material-1835,1100,84319,278013,28,1000,362332
1835,Example Material-1835,1415,391722,0,0,1000,252674
1835,Example Material-1835,1645,928063,0,0,1000,40950
1836,Example Material-1836,1020,186397,129042,23,1000,315439
1836,Example Material-1836,1100,149365,204684,13,1000,354049
1836,Example Material-1836,1415,173293,30409,16,1000,203702
1836,Example Material-1836,1645,591720,0,0,1000,137486
1837,Example Material-1837,1020,995399,0,0,1000,123932
1837,Example Material-1837,1100,652816,0,0,1000,338740
1837,Example Material-1837,1415,560223,0,0,1000,58901
1837,Example Material-1837,1645,129714,0,0,1000,109948
1838,Example Material-1838,1020,722182,0,0,1000,294853
1838,Example Material-1838,1100,58659,17087,29,1000,75746
1838,Example Material-1838,1415,263765,0,0,1000,217067
1838,Example Material-1838,1645,244933,0,0,1000,121449
1839,Example Material-1839,1020,545227,0,0,1000,53379
1839,Example Material-1839,1100,173743,70814,10,1000,244557
1839,Example Material-1839,1415,659848,0,0,1000,360533
1839,Example Material-1839,1645,832084,0,0,1000,114775
1840,Example Material-1840,1020,233142,0,0,1000,6383
1840,Example Material-1840,1100,66705,288294,15,1000,354999
1840,Example Material-1840,1415,435889,0,0,1000,282595
1840,Example Material-1840,1645,262921,0,0,1000,222466
1841,Example Material-1841,1020,387494,0,0,1000,322594
1841,Example Material-1841,1100,79784,275433,10,1000,355217
1841,Example Material-1841,1415,363894,0,0,1000,254260
1841,Example Material-1841,1645,417375,0,0,1000,379047
1842,Example Material-1842,1020,260802,0,0,1000,131377
1842,Example Material-1842,1100,462197,0,0,1000,268081
1842,Example Material-1842,1415,990693,0,0,1000,332021
1842,Example Material-1842,1645,922245,0,0,1000,129708
1843,Example Material-1843,1020,126255,131132,24,1000,257387
1843,Example Material-1843,1100,187657,158783,5,1000,346440
1843,Example Material-1843,1415,963473,0,0,1000,229974
1843,Example Material-1843,1645,241657,105478,26,1000,347135
1844,Example Material-1844,1020,779267,0,0,1000,105160
1844,Example Material-1844,1100,880522,0,0,1000,346538
1844,Example Material-1844,1415,375757,0,0,1000,158283
1844,Example Material-1844,1645,710303,0,0,1000,164553
1845,Example Material-1845,1020,883667,0,0,1000,152640
1845,Example Material-1845,1100,968404,0,0,1000,293986
1845,Example Material-1845,1415,119147,0,0,1000,15756
1845,Example Material-1845,1645,699747,0,0,1000,243172
1846,Example Material-1846,1020,483229,0,0,1000,33391
1846,Example Material-1846,1100,610855,0,0,1000,169591
1846,Example Material-1846,1415,375106,0,0,1000,7683
1846,Example Material-1846,1645,871163,0,0,1000,318316
1847,Example Material-1847,1020,529328,0,0,1000,369305
1847,Example Material-1847,1100,250455,0,0,1000,221260
1847,Example Material-1847,1415,141932,0,0,1000,102228
1847,Example Material-1847,1645,777315,0,0,1000,318451
1848,Example Material-1848,1020,902068,0,0,1000,104564
1848,Example Material-1848,1100,71004,244624,3,1000,315628
1848,Example Material-1848,1415,394999,0,0,1000,272952
1848,Example Material-1848,1645,208099,0,0,1000,74327
1849,Example Material-1849,1020,814916,0,0,1000,332436
1849,Example Material-1849,1100,631708,0,0,1000,369205
1849,Example Material-1849,1415,638264,0,0,1000,336511
1849,Example Material-1849,1645,876208,0,0,1000,346455
1850,Example Material-1850,1020,676404,0,0,1000,163439
1850,Example Material-1850,1100,502999,0,0,1000,348854
1850,Example Material-1850,1415,56788,233471,21,1000,290259
1850,Example Material-1850,1645,186754,0,0,1000,69793
1851,Example Material-1851,1020,8765,193745,8,1000,202510
1851,Example Material-1851,1100,499992,0,0,1000,23409
1851,Example Material-1851,1415,475912,0,0,1000,327960
1851,Example Material-1851,1645,2155,210540,22,1000,212695
1852,Example Material-1852,1020,883333,0,0,1000,323274
1852,Example Material-1852,1100,511700,0,0,1000,267057
1852,Example Material-1852,1415,93881,75636,26,1000,169517
1852,Example Material-1852,1645,575468,0,0,1000,63159
1853,Example Material-1853,1020,345864,0,0,1000,196770
1853,Example Material-1853,1100,861771,0,0,1000,31792
1853,Example Material-1853,1415,73576,85794,24,1000,159370
1853,Example Material-1853,1645,551198,0,0,1000,343378
1854,Example Material-1854,1020,26055,315115,11,1000,341170
1854,Example Material-1854,1100,93915,283006,9,1000,376921
1854,Example Material-1854,1415,349662,0,0,1000,98176
1854,Example Material-1854,1645,851887,0,0,1000,149766
1855,Example Material-1855,1020,399543,0,0,1000,267026
1855,Example Material-1855,1100,902901,0,0,1000,254539
1855,Example Material-1855,1415,393510,0,0,1000,143509
1855,Example Material-1855,1645,451949,0,0,1000,27483
1856,Example Material-1856,1020,975356,0,0,1000,170266
1856,Example Material-1856,1100,433282,0,0,1000,251035
1856,Example Material-1856,1415,257165,139302,27,1000,396467
1856,Example Material-1856,1645,975677,0,0,1000,317104
1857,Example Material-1857,1020,435161,0,0,1000,195791
1857,Example Material-1857,1100,146610,140395,18,1000,287005
1857,Example Material-1857,1415,615149,0,0,1000,309704
1857,Example Material-1857,1645,997015,0,0,1000,72615
1858,Example Material-1858,1020,704851,0,0,1000,42580
1858,Example Material-1858,1100,166622,0,0,1000,155437
1858,Example Material-1858,1415,456770,0,0,1000,17673
1858,Example Material-1858,1645,557224,0,0,1000,37748
1859,Example Material-1859,1020,484636,0,0,1000,211269
1859,Example Material-1859,1100,692147,0,0,1000,348826
1859,Example Material-1859,1415,107157,256050,8,1000,363207
1859,Example Material-1859,1645,238146,0,0,1000,187869
1860,Example Material-1860,1020,121110,99208,27,1000,220318
1860,Example Material-1860,1100,870871,0,0,1000,296145
1860,Example Material-1860,1415,823415,0,0,1000,316933
1860,Example Material-1860,1645,667531,0,0,1000,103963
1861,Example Material-1861,1020,316859,0,0,1000,26416
1861,Example Material-1861,1100,575336,0,0,1000,65509
1861,Example Material-1861,1415,477601,0,0,1000,327671
1861,Example Material-1861,1645,422120,0,0,1000,148523
1862,Example Material-1862,1020,47865,276813,28,1000,324678
1862,Example Material-1862,1100,565275,0,0,1000,107417
1862,Example Material-1862,1415,487800,0,0,1000,181451
1862,Example Material-1862,1645,515843,0,0,1000,315660
1863,Example Material-1863,1020,561042,0,0,1000,240018
1863,Example Material-1863,1100,796314,0,0,1000,90844
1863,Example Material-1863,1415,97658,54122,18,1000,151780
1863,Example Material-1863,1645,480857,0,0,1000,283297
1864,Example Material-1864,1020,518104,0,0,1000,13534
1864,Example Material-1864,1100,582804,0,0,1000,29237
1864,Example Material-1864,1415,901093,0,0,1000,361535
1864,Example Material-1864,1645,133955,225131,23,1000,359086
1865,Example Material-1865,1020,307043,0,0,1000,54770
1865,Example Material-1865,1100,566041,0,0,1000,29021
1865,Example Material-1865,1415,441344,0,0,1000,294723
1865,Example Material-1865,1645,848536,0,0,1000,248736
1866,Example Material-1866,1020,448009,0,0,1000,278504
1866,Example Material-1866,1100,515818,0,0,1000,386865
1866,Example Material-1866,1415,464005,0,0,1000,89700
1866,Example Material-1866,1645,466169,0,0,1000,362979
1867,Example Material-1867,1020,320201,0,0,1000,256863
1867,Example Material-1867,1100,685671,0,0,1000,174665
1867,Example Material-1867,1415,11712,172917,15,1000,184629
1867,Example Material-1867,1645,168298,0,0,1000,65244
1868,Example Material-1868,1020,11505,300161,30,1000,311666
1868,Example Material-1868,1100,876058,0,0,1000,73054
1868,Example Material-1868,1415,589583,0,0,1000,169327
1868,Example Material-1868,1645,310381,0,0,1000,228648
1869,Example Material-1869,1020,188615,53254,21,1000,241869
1869,Example Material-1869,1100,836112,0,0,1000,334166
1869,Example Material-1869,1415,195388,195010,16,1000,390398
1869,Example Material-1869,1645,57909,279510,27,1000,337419
1870,Example Material-1870,1020,590351,0,0,1000,394242
1870,Example Material-1870,1100,863502,0,0,1000,296106
1870,Example Material-1870,1415,852412,0,0,1000,170307
1870,Example Material-1870,1645,260576,0,0,1000,219716
1871,Example Material-1871,1020,821127,0,0,1000,212696
1871,Example Material-1871,1100,798866,0,0,1000,369392
1871,Example Material-1871,1415,233477,0,0,1000,207212
1871,Example Material-1871,1645,123905,210819,22,1000,334724
1872,Example Material-1872,1020,60514,183157,30,1000,243671
1872,Example Material-1872,1100,471904,0,0,1000,266858
1872,Example Material-1872,1415,389317,0,0,1000,152672
1872,Example Material-1872,1645,847834,0,0,1000,385198
1873,Example Material-1873,1020,738462,0,0,1000,38748
1873,Example Material-1873,1100,432357,0,0,1000,65944
1873,Example Material-1873,1415,175263,164088,24,1000,339351
1873,Example Material-1873,1645,463192,0,0,1000,91386
1874,Example Material-1874,1020,395012,0,0,1000,323836
1874,Example Material-1874,1100,88421,127385,14,1000,215806
1874,Example Material-1874,1415,500281,0,0,1000,209083
1874,Example Material-1874,1645,258984,4962,12,1000,263946
1875,Example Material-1875,1020,592852,0,0,1000,347391
1875,Example Material-1875,1100,428057,0,0,1000,142204
1875,Example Material-1875,1415,692736,0,0,1000,243905
1875,Example Material-1875,1645,999058,0,0,1000,174205
1876,Example Material-1876,1020,812610,0,0,1000,157412
1876,Example Material-1876,1100,931015,0,0,1000,292923
1876,Example Material-1876,1415,742453,0,0,1000,146459
1876,Example Material-1876,1645,866502,0,0,1000,364733
1877,Example Material-1877,1020,482697,0,0,1000,242630
1877,Example Material-1877,1100,661263,0,0,1000,399013
1877,Example Material-1877,1415,409770,0,0,1000,90731
1877,Example Material-1877,1645,68267,214462,10,1000,282729
